model,ring,tolerance,component,candidate_gradient,source_gradient,units
unchanged,7,2e-13,37,-0.9913543456491546,4.169301570655648e-10,eV/L0
unchanged,7,2e-13,38,0.21304368415327773,1.0800127112076119e-10,eV/L0
unchanged,7,2e-13,39,0.05519988733882459,-1.3143699323370228e-10,eV/L0
unchanged,7,2e-13,40,0.22941809917592912,6.60355789147693e-11,eV/L0
unchanged,7,2e-13,41,0.21528337471510428,-3.2813626121841466e-10,eV/L0
unchanged,7,2e-13,42,-0.07623452911614216,6.087430733103805e-11,eV/L0
unchanged,7,2e-13,43,-0.18481891684597485,3.5821663690871475e-10,eV/L0
unchanged,7,2e-13,44,-0.34302368151821866,-7.721874528687778e-11,eV/L0
unchanged,7,2e-13,45,0.17944446653596882,5.677506121487541e-11,eV/L0
unchanged,7,2e-13,46,-0.0030914808245610693,-1.9642593107604966e-10,eV/L0
unchanged,7,2e-13,47,-0.09105901170404695,-8.386901936829894e-11,eV/L0
unchanged,7,2e-13,48,-0.09931451754755685,1.4249560559287389e-10,eV/L0
unchanged,7,2e-13,49,0.09805189341005888,-3.4605429632961204e-11,eV/L0
unchanged,7,2e-13,50,-0.16679036522501278,3.5174169132901056e-11,eV/L0
unchanged,7,2e-13,51,0.3968557861698858,-3.127888959127134e-10,eV/L0
unchanged,7,2e-13,52,0.2613287700096223,8.667559725505924e-12,eV/L0
unchanged,7,2e-13,53,0.30464748451238577,-1.4726974501000356e-10,eV/L0
joint_trial,5,2e-12,0,0.10718327397281718,-1.5475172358836442e-10,eV/L0
joint_trial,5,2e-12,1,-0.1090196899305937,1.143303646200522e-10,eV/L0
joint_trial,5,2e-12,2,-0.06287805703291904,-3.7692667390065715e-10,eV/L0
joint_trial,5,2e-12,3,-0.00015251095651861585,-2.823877954388765e-10,eV/L0
joint_trial,5,2e-12,4,-0.09582682645382379,4.890200744345208e-11,eV/L0
joint_trial,5,2e-12,5,-0.029990423192298922,1.81823016929053e-10,eV/L0
joint_trial,5,2e-12,6,0.09247049391568536,-7.026818623495634e-11,eV/L0
joint_trial,5,2e-12,7,0.028208905832278634,-1.9972870579643143e-10,eV/L0
joint_trial,5,2e-12,8,-0.06866526753852893,-5.634851960034659e-11,eV/L0
joint_trial,5,2e-12,9,-0.11175528705267611,1.2182804675557428e-10,eV/L0
joint_trial,5,2e-12,10,0.10941433465618486,1.8843262020173945e-11,eV/L0
joint_trial,5,2e-12,11,0.22780868255471953,4.219110477654553e-11,eV/L0
joint_trial,5,2e-12,12,0.1941620754258648,1.12658672321575e-10,eV/L0
joint_trial,5,2e-12,13,-0.17986233328409257,-9.485236901474181e-10,eV/L0
joint_trial,5,2e-12,14,-0.16161144499801786,-6.627692838989674e-11,eV/L0
joint_trial,5,2e-12,15,-0.11692336195544391,1.2289099631575956e-10,eV/L0
joint_trial,5,2e-12,16,0.1847334591969632,-6.389049359012411e-11,eV/L0
joint_trial,5,2e-12,17,0.12069042145813044,-4.6131253331194166e-11,eV/L0
joint_trial,5,2e-12,18,0.14655851883637436,1.5156199646010338e-10,eV/L0
joint_trial,5,2e-12,19,-0.0624270169026124,7.180343819523927e-11,eV/L0
joint_trial,5,2e-12,20,0.0769917191094733,1.5806388142802774e-10,eV/L0
joint_trial,5,2e-12,21,-0.038875777281304175,2.2506543330413908e-10,eV/L0
joint_trial,5,2e-12,22,0.09865560581330746,-2.1777354052010534e-10,eV/L0
joint_trial,5,2e-12,23,0.07670094530013966,-2.6054750718040864e-10,eV/L0
joint_trial,5,2e-12,24,-0.06513090543559694,1.450336465508295e-10,eV/L0
joint_trial,5,2e-12,25,-0.18489948910607507,2.7293306503750614e-11,eV/L0
joint_trial,5,2e-12,26,-0.12148326255352877,2.537238336097758e-10,eV/L0
joint_trial,5,2e-12,27,-0.20841154021179478,1.5897691670041514e-10,eV/L0
joint_trial,5,2e-12,28,0.539869262663789,-3.4303356856446587e-10,eV/L0
joint_trial,5,2e-12,29,-0.11950496900687602,-5.815114015317313e-11,eV/L0
joint_trial,5,2e-12,30,0.0235193610165825,-7.849654867081446e-11,eV/L0
joint_trial,5,2e-12,31,-0.2432431326079842,-1.0499828784205079e-10,eV/L0
joint_trial,5,2e-12,32,0.07479732699969516,-1.2330071685884292e-10,eV/L0
joint_trial,5,2e-12,33,0.053382576828342285,9.871063732028174e-11,eV/L0
joint_trial,5,2e-12,34,0.27062159347125,-1.6286666459919275e-11,eV/L0
joint_trial,5,2e-12,35,-0.10657273252203572,-2.0873561559775489e-10,eV/L0
joint_trial,5,2e-12,36,-0.21131254413347372,4.574401118312421e-10,eV/L0
joint_trial,5,2e-12,37,-0.560529369486262,4.169301570655648e-10,eV/L0
joint_trial,5,2e-12,38,0.1306381343842416,1.0800127112076119e-10,eV/L0
joint_trial,5,2e-12,39,-0.004820977808391233,-1.3143699323370228e-10,eV/L0
joint_trial,5,2e-12,40,0.09824897075497538,6.60355789147693e-11,eV/L0
joint_trial,5,2e-12,41,0.1446831586449816,-3.2813626121841466e-10,eV/L0
joint_trial,5,2e-12,42,-0.05762044777609808,6.087430733103805e-11,eV/L0
joint_trial,5,2e-12,43,-0.10082374573416503,3.5821663690871475e-10,eV/L0
joint_trial,5,2e-12,44,-0.12650572622611828,-7.721874528687778e-11,eV/L0
joint_trial,5,2e-12,45,0.14244812183072278,5.677506121487541e-11,eV/L0
joint_trial,5,2e-12,46,0.0045799706386146204,-1.9642593107604966e-10,eV/L0
joint_trial,5,2e-12,47,-0.046106415439935405,-8.386901936829894e-11,eV/L0
joint_trial,5,2e-12,48,-0.07633760699766828,1.4249560559287389e-10,eV/L0
joint_trial,5,2e-12,49,-0.03435558683386349,-3.4605429632961204e-11,eV/L0
joint_trial,5,2e-12,50,-0.13722233659243993,3.5174169132901056e-11,eV/L0
joint_trial,5,2e-12,51,0.2229790339643452,-3.127888959127134e-10,eV/L0
joint_trial,5,2e-12,52,0.21227874980285857,8.667559725505924e-12,eV/L0
joint_trial,5,2e-12,53,0.15919759043255213,-1.4726974501000356e-10,eV/L0
joint_trial,7,2e-12,0,0.10718328012090153,-1.5475172358836442e-10,eV/L0
joint_trial,7,2e-12,1,-0.1090158569533402,1.143303646200522e-10,eV/L0
joint_trial,7,2e-12,2,-0.06287624706831074,-3.7692667390065715e-10,eV/L0
joint_trial,7,2e-12,3,-0.000152498982340675,-2.823877954388765e-10,eV/L0
joint_trial,7,2e-12,4,-0.09583782709144714,4.890200744345208e-11,eV/L0
joint_trial,7,2e-12,5,-0.02998709385247455,1.81823016929053e-10,eV/L0
joint_trial,7,2e-12,6,0.09247047383327557,-7.026818623495634e-11,eV/L0
joint_trial,7,2e-12,7,0.02820240869869101,-1.9972870579643143e-10,eV/L0
joint_trial,7,2e-12,8,-0.06866609433634338,-5.634851960034659e-11,eV/L0
joint_trial,7,2e-12,9,-0.11175528780445573,1.2182804675557428e-10,eV/L0
joint_trial,7,2e-12,10,0.10941586710771573,1.8843262020173945e-11,eV/L0
joint_trial,7,2e-12,11,0.22781459733480092,4.219110477654553e-11,eV/L0
joint_trial,7,2e-12,12,0.19416208164183585,1.12658672321575e-10,eV/L0
joint_trial,7,2e-12,13,-0.1798544504071602,-9.485236901474181e-10,eV/L0
joint_trial,7,2e-12,14,-0.16160587394975234,-6.627692838989674e-11,eV/L0
joint_trial,7,2e-12,15,-0.11692335292111707,1.2289099631575956e-10,eV/L0
joint_trial,7,2e-12,16,0.1847171673356922,-6.389049359012411e-11,eV/L0
joint_trial,7,2e-12,17,0.12069339802587936,-4.6131253331194166e-11,eV/L0
joint_trial,7,2e-12,18,0.14655850396290276,1.5156199646010338e-10,eV/L0
joint_trial,7,2e-12,19,-0.06243165376832657,7.180343819523927e-11,eV/L0
joint_trial,7,2e-12,20,0.07698685625385246,1.5806388142802774e-10,eV/L0
joint_trial,7,2e-12,21,-0.0388757763038591,2.2506543330413908e-10,eV/L0
joint_trial,7,2e-12,22,0.09865715376043896,-2.1777354052010534e-10,eV/L0
joint_trial,7,2e-12,23,0.07671016190566586,-2.6054750718040864e-10,eV/L0
joint_trial,7,2e-12,24,-0.0651309231040266,1.450336465508295e-10,eV/L0
joint_trial,7,2e-12,25,-0.18488638631150295,2.7293306503750614e-11,eV/L0
joint_trial,7,2e-12,26,-0.12147765314321343,2.537238336097758e-10,eV/L0
joint_trial,7,2e-12,27,-0.20841155740398792,1.5897691670041514e-10,eV/L0
joint_trial,7,2e-12,28,0.5398520974724971,-3.4303356856446587e-10,eV/L0
joint_trial,7,2e-12,29,-0.11950572805742343,-5.815114015317313e-11,eV/L0
joint_trial,7,2e-12,30,0.023519360693537775,-7.849654867081446e-11,eV/L0
joint_trial,7,2e-12,31,-0.24324546506922037,-1.0499828784205079e-10,eV/L0
joint_trial,7,2e-12,32,0.07478860568011061,-1.2330071685884292e-10,eV/L0
joint_trial,7,2e-12,33,0.05338257457759279,9.871063732028174e-11,eV/L0
joint_trial,7,2e-12,34,0.2706243452087286,-1.6286666459919275e-11,eV/L0
joint_trial,7,2e-12,35,-0.10656449683799457,-2.0873561559775489e-10,eV/L0
joint_trial,7,2e-12,36,-0.21131255615893685,4.574401118312421e-10,eV/L0
joint_trial,7,2e-12,37,-0.5605115143638936,4.169301570655648e-10,eV/L0
joint_trial,7,2e-12,38,0.13063756860890077,1.0800127112076119e-10,eV/L0
joint_trial,7,2e-12,39,-0.0048209902513202535,-1.3143699323370228e-10,eV/L0
joint_trial,7,2e-12,40,0.09823719055125349,6.60355789147693e-11,eV/L0
joint_trial,7,2e-12,41,0.144676908479921,-3.2813626121841466e-10,eV/L0
joint_trial,7,2e-12,42,-0.05762044684306008,6.087430733103805e-11,eV/L0
joint_trial,7,2e-12,43,-0.10082523827288514,3.5821663690871475e-10,eV/L0
joint_trial,7,2e-12,44,-0.12651438274985857,-7.721874528687778e-11,eV/L0
joint_trial,7,2e-12,45,0.14244810417350506,5.677506121487541e-11,eV/L0
joint_trial,7,2e-12,46,0.004585149534229168,-1.9642593107604966e-10,eV/L0
joint_trial,7,2e-12,47,-0.04610266082246582,-8.386901936829894e-11,eV/L0
joint_trial,7,2e-12,48,-0.0763375941864036,1.4249560559287389e-10,eV/L0
joint_trial,7,2e-12,49,-0.03434054388766606,-3.4605429632961204e-11,eV/L0
joint_trial,7,2e-12,50,-0.13722548069448195,3.5174169132901056e-11,eV/L0
joint_trial,7,2e-12,51,0.2229790435574503,-3.127888959127134e-10,eV/L0
joint_trial,7,2e-12,52,0.21227191782782326,8.667559725505924e-12,eV/L0
joint_trial,7,2e-12,53,0.1591929182921714,-1.4726974501000356e-10,eV/L0
joint_trial,9,2e-12,0,0.10718328018325858,-1.5475172358836442e-10,eV/L0
joint_trial,9,2e-12,1,-0.1090144728889001,1.143303646200522e-10,eV/L0
joint_trial,9,2e-12,2,-0.0628754175260835,-3.7692667390065715e-10,eV/L0
joint_trial,9,2e-12,3,-0.000152498779744846,-2.823877954388765e-10,eV/L0
joint_trial,9,2e-12,4,-0.09584040082605239,4.890200744345208e-11,eV/L0
joint_trial,9,2e-12,5,-0.02998547005242665,1.81823016929053e-10,eV/L0
joint_trial,9,2e-12,6,0.09247047358992003,-7.026818623495634e-11,eV/L0
joint_trial,9,2e-12,7,0.028200751003725138,-1.9972870579643143e-10,eV/L0
