j,l,ux,uy,uz
-19,3,0.47922326843997637,3.5307483466754253e-05,0.0001754662328128461
-19,4,0.4707166014875148,0.0001203825696085086,0.00025530392672711797
-19,5,0.462143649440467,0.00019179462066935588,0.00027460799259734894
-19,6,0.45355711554745737,0.00024619102752060053,0.0002543195611176135
-19,7,0.44500543876576,0.0002824809944292288,0.00020723415093317635
-19,8,0.4365337168679309,0.000300144348587197,0.0001432639130683553
-19,9,0.42818174181416874,0.0002992755499588452,7.141503353955753e-05
-19,10,0.4199783356711389,0.0002793317593953011,8.774878857058934e-07
-19,11,0.41192278151260825,0.00023465513497764054,-5.404413745997784e-05
-18,0,-0.49575926214713517,-9.277275532836489e-05,0.0002046232304020253
-18,1,0.49571104070913485,-2.4641845057780496e-05,0.0003367664780683034
-18,2,0.48699994689863907,2.8421810783518263e-05,0.0004575304241265268
-18,3,0.4781590607422539,0.00013478076187553465,0.0005147448302490348
-18,4,0.4692133916843186,0.00027912570980047254,0.0005205634414749195
-18,5,0.4602111783222402,0.00041365423570286755,0.0004816181065774156
-18,6,0.4512055438303542,0.0005220224891423078,0.00040308029233309176
-18,7,0.4422488687069291,0.000595956197356974,0.00029532168375219486
-18,8,0.43338981903077645,0.0006315885292251212,0.00017244500913379452
-18,9,0.42467044085908046,0.0006280138665670821,5.148394815016355e-05
-18,10,0.4161232715313452,0.0005837792191187372,-4.628297734231875e-05
-18,11,0.4077720046826765,0.0004624474540130441,-8.413003711874068e-05
-18,12,0.3996436995011185,0.0002839571397712973,-0.00012333994055733978
-18,13,0.39180782329915187,0.0002067769355348411,-0.00013248947097762302
-17,-3,-0.47023137337221627,-0.00017880607831504626,0.00013544579917995882
-17,-2,-0.47837203100775155,-0.00017241399135100544,0.00026195278455535626
-17,-1,-0.48681882626675144,-0.00018472244509298025,0.00043907402382220963
-17,0,-0.4955517689780236,-0.00017713018699571593,0.0005798384544772236
-17,1,0.49547357353888805,-7.077506851397393e-05,0.0006874455187589957
-17,2,0.48630035795764365,7.22232788231887e-05,0.0007474160268895327
-17,3,0.4769736360909565,0.00026289643459345057,0.0007488747063960278
-17,4,0.46754189453698897,0.00047668169640018563,0.0006953250697256179
-17,5,0.45806132099311725,0.0006756591483911248,0.0005923612784969956
-17,6,0.4485913432661824,0.0008355689615274865,0.00044892449920066465
