candidate,path,s_over_period,s_angstrom,energy_J_m2,energy_ev_cell,normal_traction_GPa,shear_traction_GPa,min_hessian_eigenvalue
angular_even_odd,direct_110,0.0,0.0,6.780782931559234e-40,3.0059387745587798e-40,6.995963871122158e-15,1.277575630683373e-15,4.723978381524975
angular_even_odd,direct_110,0.020833333333333332,0.059662134662614934,0.0023114881919578155,0.0010246887495546234,-0.08986958594867549,0.7744950994562054,4.645772072012965
angular_even_odd,direct_110,0.041666666666666664,0.11932426932522987,0.00923278824614932,0.004092919131391361,-0.35980773030931895,1.5445424094186604,4.41880187593505
angular_even_odd,direct_110,0.0625,0.17898640398784482,0.02072316953751805,0.009186635153096801,-0.8106990938583729,2.3052815341317148,4.062896205449582
angular_even_odd,direct_110,0.08333333333333333,0.23864853865045974,0.03671069879310733,0.01627394860698993,-1.4436776079914855,3.0510519109938725,3.6031726349951096
angular_even_odd,direct_110,0.10416666666666666,0.2983106733130747,0.057086428834868204,0.02530656292463883,-2.259631652193855,3.775055610474566,3.063853396728709
angular_even_odd,direct_110,0.125,0.35797280797568964,0.0816967893743016,0.03621639999626194,-3.2585438524794332,4.469096104093049,2.4650831797494286
angular_even_odd,direct_110,0.14583333333333331,0.41763494263830453,0.1103347093268543,0.04891166466952494,-4.438699421574177,5.123418460581731,1.8223934764341683
angular_even_odd,direct_110,0.16666666666666666,0.47729707730091947,0.14273014909687595,0.06327264768674704,-5.795808042188325,5.726675216972125,1.147545921866013
angular_even_odd,direct_110,0.1875,0.5369592119635344,0.17854085810681766,0.07914762847346755,-7.322095473184485,6.2660391910663575,0.4497664458167443
angular_even_odd,direct_110,0.20833333333333331,0.5966213466261494,0.2173442849450258,0.09634928888584463,-9.005431421632718,6.727479095168411,-0.2631209759981181
angular_even_odd,direct_110,0.22916666666666666,0.6562834812887643,0.25863163885566026,0.11465208065363372,-10.828568471085799,7.09620550064152,-0.983823288516618
angular_even_odd,direct_110,0.25,0.7159456159513793,0.30180511393496845,0.13379099485914975,-12.768571400444642,7.357283343749353,-1.704981025454892
angular_even_odd,direct_110,0.2708333333333333,0.7756077506139942,0.3461792238444522,0.15346215361909818,-14.796515379126324,7.49639307984418,-2.4188056820216586
angular_even_odd,direct_110,0.29166666666666663,0.8352698852766091,0.3909870412079465,0.1733255760255877,-16.877523755558236,7.50070667340491,-3.1169063046456253
angular_even_odd,direct_110,0.3125,0.8949320199392241,0.4353918852753588,0.19301035931797636,-18.971200420481402,7.359828325200018,-3.7902670952877884
angular_even_odd,direct_110,0.3333333333333333,0.9545941546018389,0.4785046573770895,0.21212236373506926,-21.032487785965323,7.066735149053081,-4.42934648504013
angular_even_odd,direct_110,0.35416666666666663,1.0142562892644538,0.519406602338325,0.2302543027094931,-23.012950120813038,6.6186421723654725,-5.024274040119882
angular_even_odd,direct_110,0.375,1.0739184239270687,0.557176805089556,0.24699793218691757,-24.862445402781123,6.017711272529916,-5.565124088495576
angular_even_odd,direct_110,0.3958333333333333,1.1335805585896837,0.590923257155194,0.26195782248155713,-26.531110263253996,5.271526784148612,-6.042244798105536
angular_even_odd,direct_110,0.41666666666666663,1.1932426932522988,0.61981589802535,0.2747660056025337,-27.97154621474906,4.393272510475631,-6.446619741893775
angular_even_odd,direct_110,0.4375,1.2529048279149138,0.6431197047376773,0.28509664395188733,-29.14106580378804,3.401565592117836,-6.770236961521375
angular_even_odd,direct_110,0.4583333333333333,1.3125669625775287,0.6602257176234596,0.29267978411880774,-30.003839024274985,2.3199306551278513,-7.006439279778383
angular_even_odd,direct_110,0.47916666666666663,1.3722290972401434,0.6706778867681538,0.29731325798567554,-30.532776688763317,1.1759301406210325,-7.150229954730275
angular_even_odd,direct_110,0.5,1.4318912319027586,0.6741938185180243,0.298871879708611,-30.711000271393615,1.6025227544813446e-15,-7.1985102225031286
angular_even_odd,direct_110,0.5208333333333333,1.4915533665653733,0.6706778867681538,0.29731325798567554,-30.532776688763317,-1.1759301406210247,-7.150229954730278
angular_even_odd,direct_110,0.5416666666666666,1.5512155012279885,0.6602257176234596,0.29267978411880774,-30.00383902427499,-2.319930655127837,-7.006439279778389
angular_even_odd,direct_110,0.5625,1.6108776358906032,0.6431197047376772,0.2850966439518873,-29.14106580378804,-3.401565592117832,-6.770236961521373
angular_even_odd,direct_110,0.5833333333333333,1.6705397705532181,0.6198158980253502,0.27476600560253384,-27.971546214749086,-4.393272510475626,-6.44661974189378
angular_even_odd,direct_110,0.6041666666666666,1.730201905215833,0.5909232571551946,0.26195782248155736,-26.531110263254018,-5.271526784148601,-6.042244798105542
angular_even_odd,direct_110,0.625,1.7898640398784482,0.5571768050895565,0.2469979321869178,-24.862445402781127,-6.017711272529916,-5.565124088495579
angular_even_odd,direct_110,0.6458333333333333,1.8495261745410627,0.5194066023383254,0.23025430270949326,-23.01295012081304,-6.618642172365462,-5.024274040119881
angular_even_odd,direct_110,0.6666666666666666,1.9091883092036779,0.4785046573770902,0.21212236373506954,-21.032487785965337,-7.066735149053077,-4.4293464850401385
angular_even_odd,direct_110,0.6875,1.9688504438662928,0.43539188527535894,0.1930103593179764,-18.971200420481402,-7.359828325200015,-3.790267095287792
angular_even_odd,direct_110,0.7083333333333333,2.0285125785289075,0.39098704120794725,0.17332557602558807,-16.877523755558265,-7.500706673404913,-3.1169063046456396
angular_even_odd,direct_110,0.7291666666666666,2.0881747131915227,0.34617922384445277,0.1534621536190984,-14.796515379126353,-7.496393079844171,-2.4188056820216604
angular_even_odd,direct_110,0.75,2.1478368478541374,0.3018051139349685,0.13379099485914978,-12.768571400444635,-7.357283343749354,-1.7049810254548923
angular_even_odd,direct_110,0.7708333333333333,2.2074989825167526,0.2586316388556607,0.11465208065363391,-10.82856847108583,-7.09620550064152,-0.9838232885166251
angular_even_odd,direct_110,0.7916666666666666,2.2671611171793673,0.21734428494502608,0.09634928888584475,-9.005431421632727,-6.727479095168419,-0.2631209759981279
