model,case,fraction,axis,source_angstrom,prediction_angstrom,error_angstrom,primary_component_relative_error,interpretation
joint_refinement/power_family,normal_xx50MPa,1.0,a,0.00030917778874867206,0.0002207143981184526,-8.846339063021947e-05,,all components retained; relative error only on directly forced primary components
joint_refinement/power_family,normal_xx50MPa,1.0,x,-0.0016882410306178226,-0.0016677833570157943,2.0457673602028307e-05,,all components retained; relative error only on directly forced primary components
joint_refinement/power_family,normal_xx50MPa,1.0,y,-0.000974706413484825,-0.0009628951701243416,1.1811243360483484e-05,,all components retained; relative error only on directly forced primary components
joint_refinement/power_family,normal_xx50MPa,-1.0,a,-0.00030722199202982395,-0.0002154838619263881,9.173813010343585e-05,,all components retained; relative error only on directly forced primary components
joint_refinement/power_family,normal_xx50MPa,-1.0,x,0.0016899800659436698,0.0016721897170750386,-1.77903488686312e-05,,all components retained; relative error only on directly forced primary components
joint_refinement/power_family,normal_xx50MPa,-1.0,y,0.000975710445997026,0.0009654391832884969,-1.027126270852904e-05,,all components retained; relative error only on directly forced primary components
joint_refinement/power_family,normal_yx50MPa,1.0,a,0.00030917778874867206,0.0002207143981178167,-8.846339063085535e-05,,all components retained; relative error only on directly forced primary components
joint_refinement/power_family,normal_yx50MPa,1.0,x,0.0016882410306189948,0.0016677833570144943,-2.0457673604500504e-05,,all components retained; relative error only on directly forced primary components
joint_refinement/power_family,normal_yx50MPa,1.0,y,-0.0009747064134843638,-0.0009628951701219187,1.1811243362445131e-05,,all components retained; relative error only on directly forced primary components
joint_refinement/power_family,normal_yx50MPa,-1.0,a,-0.00030722199203045983,-0.00021548386192670604,9.173813010375379e-05,,all components retained; relative error only on directly forced primary components
joint_refinement/power_family,normal_yx50MPa,-1.0,x,-0.0016899800659434482,-0.001672189717074367,1.7790348869081143e-05,,all components retained; relative error only on directly forced primary components
joint_refinement/power_family,normal_yx50MPa,-1.0,y,0.0009757104459973201,0.0009654391832899735,-1.027126270734661e-05,,all components retained; relative error only on directly forced primary components
joint_refinement/power_family,normal_zx50MPa,1.0,a,0.0003091777887483541,0.00022071439811940642,-8.84633906289477e-05,,all components retained; relative error only on directly forced primary components
joint_refinement/power_family,normal_zx50MPa,1.0,x,4.8552802656768616e-17,1.8856437512810574e-15,1.8370909486242888e-15,,all components retained; relative error only on directly forced primary components
joint_refinement/power_family,normal_zx50MPa,1.0,y,0.0019494128269680953,0.0019257903402465546,-2.3622486721540728e-05,,all components retained; relative error only on directly forced primary components
joint_refinement/power_family,normal_zx50MPa,-1.0,a,-0.00030722199203045983,-0.00021548386192702399,9.173813010343585e-05,,all components retained; relative error only on directly forced primary components
joint_refinement/power_family,normal_zx50MPa,-1.0,x,1.125969581555841e-16,-1.2489472265209751e-15,-1.3615441846765592e-15,,all components retained; relative error only on directly forced primary components
joint_refinement/power_family,normal_zx50MPa,-1.0,y,-0.0019514208919955164,-0.0019308783665761171,2.0542525419399308e-05,,all components retained; relative error only on directly forced primary components
joint_refinement/power_family,shear_xy10MPa,1.0,a,0.00012332812884870208,8.736837443932249e-05,-3.5959754409379584e-05,,all components retained; relative error only on directly forced primary components
joint_refinement/power_family,shear_xy10MPa,1.0,x,2.601290218109733e-17,8.06659314252481e-16,7.806464120713837e-16,,all components retained; relative error only on directly forced primary components
joint_refinement/power_family,shear_xy10MPa,1.0,y,-0.0003902767346937707,-0.00038615561984060447,4.121114853166254e-06,,all components retained; relative error only on directly forced primary components
joint_refinement/power_family,shear_xy10MPa,-1.0,a,-0.00012323053723210296,-8.710804227831532e-05,3.6122494953787636e-05,,all components retained; relative error only on directly forced primary components
joint_refinement/power_family,shear_xy10MPa,-1.0,x,-2.920328445691378e-17,1.3625686982785405e-16,1.6546015428476782e-16,,all components retained; relative error only on directly forced primary components
joint_refinement/power_family,shear_xy10MPa,-1.0,y,0.00038989302198021375,0.0003851367945575066,-4.7562274227071514e-06,,all components retained; relative error only on directly forced primary components
joint_refinement/power_family,shear_xz10MPa,1.0,a,0.0001233281288461585,8.736837443868661e-05,-3.59597544074719e-05,,all components retained; relative error only on directly forced primary components
joint_refinement/power_family,shear_xz10MPa,1.0,x,-0.0003379895667434643,-0.00033442057659641345,3.5689901470508474e-06,,all components retained; relative error only on directly forced primary components
joint_refinement/power_family,shear_xz10MPa,1.0,y,0.00019513836734293485,0.0001930778099228702,-2.0605574200646595e-06,,all components retained; relative error only on directly forced primary components
joint_refinement/power_family,shear_xz10MPa,-1.0,a,-0.0001232305372324209,-8.710804227799738e-05,3.612249495442352e-05,,all components retained; relative error only on directly forced primary components
joint_refinement/power_family,shear_xz10MPa,-1.0,x,0.00033765726179370704,0.00033353824801997297,-4.1190137737340715e-06,,all components retained; relative error only on directly forced primary components
joint_refinement/power_family,shear_xz10MPa,-1.0,y,-0.00019494651099076943,-0.00019256839727926588,2.378113711503548e-06,,all components retained; relative error only on directly forced primary components
joint_refinement/power_family,shear_yz10MPa,1.0,a,0.0001233281288461585,8.736837443932249e-05,-3.595975440683602e-05,,all components retained; relative error only on directly forced primary components
joint_refinement/power_family,shear_yz10MPa,1.0,x,0.00033798956674403784,0.00033442057659801156,-3.5689901460262763e-06,,all components retained; relative error only on directly forced primary components
joint_refinement/power_family,shear_yz10MPa,1.0,y,0.00019513836734316497,0.00019307780992176807,-2.0605574213969e-06,,all components retained; relative error only on directly forced primary components
joint_refinement/power_family,shear_yz10MPa,-1.0,a,-0.00012323053723210296,-8.710804227895121e-05,3.612249495315175e-05,,all components retained; relative error only on directly forced primary components
joint_refinement/power_family,shear_yz10MPa,-1.0,x,-0.0003376572617940465,-0.0003335382480190437,4.119013775002805e-06,,all components retained; relative error only on directly forced primary components
joint_refinement/power_family,shear_yz10MPa,-1.0,y,-0.00019494651099063678,-0.00019256839727863607,2.378113712000709e-06,,all components retained; relative error only on directly forced primary components
joint_refinement/power_family,biaxial_opposite25MPa,1.0,a,6.70413626131987e-07,1.8016883016862609e-06,1.131274675554274e-06,,all components retained; relative error only on directly forced primary components
joint_refinement/power_family,biaxial_opposite25MPa,1.0,x,-0.0016891134721215067,-0.0016699654875047534,1.9147984616753322e-05,,all components retained; relative error only on directly forced primary components
joint_refinement/power_family,biaxial_opposite25MPa,1.0,y,1.705943665798817e-06,4.455836557424081e-06,2.749892891625264e-06,,all components retained; relative error only on directly forced primary components
joint_refinement/power_family,biaxial_opposite25MPa,-1.0,a,6.70413626131987e-07,1.801688300096542e-06,1.131274673964555e-06,,all components retained; relative error only on directly forced primary components
joint_refinement/power_family,biaxial_opposite25MPa,-1.0,x,0.00168911347212167,0.0016699654875063589,-1.9147984615311116e-05,,all components retained; relative error only on directly forced primary components
joint_refinement/power_family,biaxial_opposite25MPa,-1.0,y,1.7059436653743927e-06,4.4558365567131634e-06,2.7498928913387707e-06,,all components retained; relative error only on directly forced primary components
joint_refinement/power_family,mixed_MPa,1.0,a,0.00022266856144752625,0.00015908147976260588,-6.358708168492037e-05,,all components retained; relative error only on directly forced primary components
joint_refinement/power_family,mixed_MPa,1.0,x,-0.0016889574792194652,-0.0016696194405455425,1.933803867392261e-05,,all components retained; relative error only on directly forced primary components
joint_refinement/power_family,mixed_MPa,1.0,y,-0.00046674434712356703,-0.00045926504469872745,7.47930242483958e-06,,all components retained; relative error only on directly forced primary components
joint_refinement/power_family,mixed_MPa,-1.0,a,-0.00022113815875266012,-0.00015498052253331055,6.615763621934957e-05,,all components retained; relative error only on directly forced primary components
joint_refinement/power_family,mixed_MPa,-1.0,x,0.0016892671724353515,0.0016703222222988203,-1.8944950136531207e-05,,all components retained; relative error only on directly forced primary components
joint_refinement/power_family,mixed_MPa,-1.0,y,0.0004694546686312967,0.00046631825198146083,-3.136416649835881e-06,,all components retained; relative error only on directly forced primary components
joint_refinement/power_family,pure_interface_normal50MPa,1.0,a,0.0009253659033620126,0.0006562111178222094,-0.0002691547855398032,-0.2908630894675477,all components retained; relative error only on directly forced primary components
joint_refinement/power_family,pure_interface_normal50MPa,1.0,x,2.3197493363233345e-17,1.2709479407999182e-15,1.247750447436685e-15,,all components retained; relative error only on directly forced primary components
joint_refinement/power_family,pure_interface_normal50MPa,1.0,y,-6.619164114970436e-16,1.5829341789526948e-15,2.2448505904497384e-15,,all components retained; relative error only on directly forced primary components
joint_refinement/power_family,pure_interface_normal50MPa,-1.0,a,-0.0009238669608115882,-0.0006523772868192546,0.0002714896739923336,-0.2938623043233827,all components retained; relative error only on directly forced primary components
joint_refinement/power_family,pure_interface_normal50MPa,-1.0,x,8.097373684916779e-17,9.25071988346721e-16,8.440982514975532e-16,,all components retained; relative error only on directly forced primary components
joint_refinement/power_family,pure_interface_normal50MPa,-1.0,y,-6.252685292351392e-16,1.4163957918022018e-16,7.669081084153593e-16,,all components retained; relative error only on directly forced primary components
joint_refinement/power_family,pure_interface_shear1_4MPa,1.0,a,2.5666641327494816e-08,6.918325561727759e-08,4.351661428978278e-08,,all components retained; relative error only on directly forced primary components
joint_refinement/power_family,pure_interface_shear1_4MPa,1.0,x,0.000330997884679464,0.0003272311382296486,-3.766746449815415e-06,-0.011379971365868768,all components retained; relative error only on directly forced primary components
joint_refinement/power_family,pure_interface_shear1_4MPa,1.0,y,6.542603251942046e-08,1.71096570045599e-07,1.0567053752617854e-07,,all components retained; relative error only on directly forced primary components
joint_refinement/power_family,pure_interface_shear1_4MPa,-1.0,a,2.5666641645438536e-08,6.918325529933388e-08,4.3516613653895344e-08,,all components retained; relative error only on directly forced primary components
joint_refinement/power_family,pure_interface_shear1_4MPa,-1.0,x,-0.00033099788467924287,-0.0003272311382296076,3.766746449635275e-06,-0.011379971365332087,all components retained; relative error only on directly forced primary components
joint_refinement/power_family,pure_interface_shear1_4MPa,-1.0,y,6.542603289084112e-08,1.7109656975762792e-07,1.0567053686678679e-07,,all components retained; relative error only on directly forced primary components
joint_refinement/power_family,pure_interface_shear2_4MPa,1.0,a,2.5649513699143084e-08,6.915972523823444e-08,4.351021153909135e-08,,all components retained; relative error only on directly forced primary components
joint_refinement/power_family,pure_interface_shear2_4MPa,1.0,x,3.2410875562057795e-17,1.814270985671023e-18,-3.0596604576386774e-17,,all components retained; relative error only on directly forced primary components
joint_refinement/power_family,pure_interface_shear2_4MPa,1.0,y,0.00033093245271944584,0.0003270600414593367,-3.8724112601091175e-06,-0.011701515606243773,all components retained; relative error only on directly forced primary components
joint_refinement/power_family,pure_interface_shear2_4MPa,-1.0,a,2.567994663641004e-08,6.920678695015193e-08,4.352684031374188e-08,,all components retained; relative error only on directly forced primary components
joint_refinement/power_family,pure_interface_shear2_4MPa,-1.0,x,-1.6207875452394907e-17,9.810387330242262e-16,9.97246608476621e-16,,all components retained; relative error only on directly forced primary components
joint_refinement/power_family,pure_interface_shear2_4MPa,-1.0,y,-0.0003310633309279491,-0.00032740223499916446,3.661095928784628e-06,-0.0110585969111191,all components retained; relative error only on directly forced primary components
shape_refinement/old_family,normal_xx50MPa,1.0,a,0.00030917778874867206,0.0003116640253336581,2.486236584986034e-06,,all components retained; relative error only on directly forced primary components
shape_refinement/old_family,normal_xx50MPa,1.0,x,-0.0016882410306178226,-0.0016879335762321624,3.0745438566012924e-07,,all components retained; relative error only on directly forced primary components
shape_refinement/old_family,normal_xx50MPa,1.0,y,-0.000974706413484825,-0.0009745289046111227,1.7750887370236723e-07,,all components retained; relative error only on directly forced primary components
shape_refinement/old_family,normal_xx50MPa,-1.0,a,-0.00030722199202982395,-0.0003047374504365266,2.484541593297362e-06,,all components retained; relative error only on directly forced primary components
shape_refinement/old_family,normal_xx50MPa,-1.0,x,0.0016899800659436698,0.0016903746444701206,3.9457852645083565e-07,,all components retained; relative error only on directly forced primary components
shape_refinement/old_family,normal_xx50MPa,-1.0,y,0.000975710445997026,0.0009759382560148371,2.2781001781117718e-07,,all components retained; relative error only on directly forced primary components
shape_refinement/old_family,normal_yx50MPa,1.0,a,0.00030917778874867206,0.00031166402533334015,2.486236584668092e-06,,all components retained; relative error only on directly forced primary components
shape_refinement/old_family,normal_yx50MPa,1.0,x,0.0016882410306189948,0.0016879335762322516,-3.074543867432472e-07,,all components retained; relative error only on directly forced primary components
shape_refinement/old_family,normal_yx50MPa,1.0,y,-0.0009747064134843638,-0.0009745289046136225,1.7750887074130268e-07,,all components retained; relative error only on directly forced primary components
shape_refinement/old_family,normal_yx50MPa,-1.0,a,-0.00030722199203045983,-0.0003047374504365266,2.4845415939332466e-06,,all components retained; relative error only on directly forced primary components
shape_refinement/old_family,normal_yx50MPa,-1.0,x,-0.0016899800659434482,-0.0016903746444725536,-3.9457852910539624e-07,,all components retained; relative error only on directly forced primary components
shape_refinement/old_family,normal_yx50MPa,-1.0,y,0.0009757104459973201,0.0009759382560145439,2.2781001722375644e-07,,all components retained; relative error only on directly forced primary components
shape_refinement/old_family,normal_zx50MPa,1.0,a,0.0003091777887483541,0.00031166402533620163,2.4862365878475148e-06,,all components retained; relative error only on directly forced primary components
shape_refinement/old_family,normal_zx50MPa,1.0,x,4.8552802656768616e-17,-1.2079514109936935e-15,-1.2565042136504622e-15,,all components retained; relative error only on directly forced primary components
shape_refinement/old_family,normal_zx50MPa,1.0,y,0.0019494128269680953,0.0019490578092225556,-3.550177455396899e-07,,all components retained; relative error only on directly forced primary components
shape_refinement/old_family,normal_zx50MPa,-1.0,a,-0.00030722199203045983,-0.0003047374504365266,2.4845415939332466e-06,,all components retained; relative error only on directly forced primary components
shape_refinement/old_family,normal_zx50MPa,-1.0,x,1.125969581555841e-16,5.048449428568268e-16,3.922479847012427e-16,,all components retained; relative error only on directly forced primary components
shape_refinement/old_family,normal_zx50MPa,-1.0,y,-0.0019514208919955164,-0.001951876512034716,-4.55620039199571e-07,,all components retained; relative error only on directly forced primary components
shape_refinement/old_family,shear_xy10MPa,1.0,a,0.00012332812884870208,0.0001234711966198517,1.4306777114961528e-07,,all components retained; relative error only on directly forced primary components
shape_refinement/old_family,shear_xy10MPa,1.0,x,2.601290218109733e-17,6.899294475773673e-16,6.6391654539627e-16,,all components retained; relative error only on directly forced primary components
shape_refinement/old_family,shear_xy10MPa,1.0,y,-0.0003902767346937707,-0.00039064850627555095,-3.7177158178022546e-07,,all components retained; relative error only on directly forced primary components
shape_refinement/old_family,shear_xy10MPa,-1.0,a,-0.00012323053723210296,-0.00012308518644061568,1.4535079148728135e-07,,all components retained; relative error only on directly forced primary components
shape_refinement/old_family,shear_xy10MPa,-1.0,x,-2.920328445691378e-17,1.4284876229177487e-15,1.4576909073746625e-15,,all components retained; relative error only on directly forced primary components
shape_refinement/old_family,shear_xy10MPa,-1.0,y,0.00038989302198021375,0.0003895143917673722,-3.786302128415365e-07,,all components retained; relative error only on directly forced primary components
shape_refinement/old_family,shear_xz10MPa,1.0,a,0.0001233281288461585,0.00012347119662048758,1.4306777432906525e-07,,all components retained; relative error only on directly forced primary components
shape_refinement/old_family,shear_xz10MPa,1.0,x,-0.0003379895667434643,-0.0003383115303816033,-3.219636381390236e-07,,all components retained; relative error only on directly forced primary components
shape_refinement/old_family,shear_xz10MPa,1.0,y,0.00019513836734293485,0.0001953242531349821,1.858857920472546e-07,,all components retained; relative error only on directly forced primary components
shape_refinement/old_family,shear_xz10MPa,-1.0,a,-0.0001232305372324209,-0.0001230851864393439,1.4535079307699279e-07,,all components retained; relative error only on directly forced primary components
